	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX4506081	13248059	10545776	200251	529555	0	0	0	0	0	0	0	0	0	1571433	373973	27071	79.60242326819349	13248059.0	12718504.0	96.0	529555.0	4.0	SRX4506081_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13248059.0	0.0	20-75	64.0	36.58776821944278	73.59026390205538	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13260792	3088880	13260792	994559400	3683125	985240963	0.9369412224146692	0.2547	0.2492	0.4961		
SRX4506082	4136265	3344252	59672	168954	0	0	0	0	0	0	0	0	0	432731	121075	9581	80.8519763603154	4136265.0	3967311.0	95.92	168954.0	4.08	SRX4506082_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4136265.0	0.0	20-75	64.0	54.020174372119065	73.57825381110736	pass	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass	4139805	966415	4139805	310485375	1131906	307559214	0.942447289183911	0.2701	0.2642	0.4657		
SRX4506083	20182891	15841268	468661	1050389	0	0	0	0	0	0	0	0	0	2217246	564959	40368	78.48859709939472	20182891.0	19132502.0	94.8	1050389.0	5.2	SRX4506083_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20182891.0	0.0	20-75	64.0	32.58558901308069	73.58126851103741	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	20199003	4749052	20199003	1514925225	5627012	1500778522	0.9338218656963746	0.2592	0.2546	0.4863		
SRX4506084	3303982	2655094	52886	115139	0	0	0	0	0	0	0	0	0	369334	103770	7759	80.3604256923918	3303982.0	3188843.0	96.52	115139.0	3.48	SRX4506084_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3303982.0	0.0	20-75	64.0	56.01667979113329	73.61440165230924	pass	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass	3306323	767310	3306323	247974225	822034	245803005	0.8755829360894262	0.2656	0.2619	0.4725		
SRX4506085	12106698	9512831	291371	608399	0	0	0	0	0	0	0	0	0	1328427	341286	24384	78.57494256485128	12106698.0	11498299.0	94.97	608399.0	5.03	SRX4506085_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12106698.0	0.0	20-75	64.0	38.20907487750678	73.58597480502115	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12115168	2850453	12115168	908637600	3298933	900306911	0.9168329595869684	0.2603	0.2555	0.4843		
SRX4506086	7727333	6064378	239805	346259	0	0	0	0	0	0	0	0	0	824539	234068	18284	78.47957374167775	7727333.0	7381074.0	95.52	346259.0	4.48	SRX4506086_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7727333.0	0.0	20-75	64.0	43.976280754387645	73.59511438163723	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7734394	1813696	7734394	580079550	2129257	574728333	0.9224970954414788	0.271	0.2641	0.4649		
SRX4506087	18700146	14768973	305992	725236	0	0	0	0	0	0	0	0	0	2333200	528859	37886	78.97784862214444	18700146.0	17974910.0	96.12	725236.0	3.88	SRX4506087_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18700146.0	0.0	20-75	64.0	32.91184535466953	73.5896067335517	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	18716183	4386373	18716183	1403713725	4969984	1390734979	0.9246006339362394	0.2566	0.2521	0.4913		
SRX4506088	6251533	4983666	140155	298430	0	0	0	0	0	0	0	0	0	621856	192382	15044	79.71910249853916	6251533.0	5953103.0	95.23	298430.0	4.77	SRX4506088_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6251533.0	0.0	20-75	64.0	47.167999028675936	73.6008470242419	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	6257349	1460360	6257349	469301175	1583834	465007557	0.9148960686066896	0.2729	0.2648	0.4624		
SRX4506089	15296266	12187067	248966	617984	0	0	0	0	0	0	0	0	0	1776610	434142	31497	79.67347717410249	15296266.0	14678282.0	95.96	617984.0	4.04	SRX4506089_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15296266.0	0.0	20-75	64.0	35.808215163251255	73.57259621400412	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	15312416	3598429	15312416	1148431200	4342118	1137273243	0.9715825379874736	0.2585	0.2535	0.488		
SRX4506090	5627923	4696346	37547	173168	0	0	0	0	0	0	0	0	0	532828	174529	13505	83.44723266469707	5627923.0	5454755.0	96.92	173168.0	3.08	SRX4506090_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5627923.0	0.0	20-75	64.0	49.557315656679705	73.59957128055946	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	5632382	1293804	5632382	422428650	1465902	418618020	0.9020765992079371	0.2695	0.2596	0.4709		
SRX4506271	12212849	6724189	1744143	1973942	0	0	0	0	0	0	0	0	0	1481754	269362	19459	55.05831604075348	12212849.0	10238907.0	83.84	1973942.0	16.16	SRX4506271_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12212849.0	0.0	20-75	62.0	38.518281422547496	73.26087238121097	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	12237774	2967998	12237774	917833050	7859988	903803187	1.528585509096671	0.292	0.2906	0.4173		
SRX4506272	10373116	1627189	3677950	4674970	0	0	0	0	0	0	0	0	0	323982	64464	4561	15.686597932578795	10373116.0	5698146.0	54.93	4674970.0	45.07	SRX4506272_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10373116.0	0.0	20-75	57.0	24.77263573380202	73.43640618691627	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10389946	2879555	10389946	779245950	4502584	769306372	1.2755379736012744	0.4076	0.4186	0.1739		
SRX4506273	10771388	2348248	3832832	3970215	0	0	0	0	0	0	0	0	0	520003	93336	6754	21.800792989724254	10771388.0	6801173.0	63.14	3970215.0	36.86	SRX4506273_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10771388.0	0.0	20-75	58.0	27.657504540141783	73.37494425045314	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10791052	2937858	10791052	809328900	5766470	798197659	1.3753668008148479	0.3831	0.3962	0.2207		
SRX4506274	12780393	7383697	1797150	1843359	0	0	0	0	0	0	0	0	0	1448427	286887	20873	57.7736302788185	12780393.0	10937034.0	85.58	1843359.0	14.42	SRX4506274_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12780393.0	0.0	20-75	62.0	38.35422444806696	73.28009396894133	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	12798086	3047836	12798086	959856450	8197893	946065514	1.4367706754483964	0.2932	0.2915	0.4153		
SRX4506275	16451615	2355633	6368238	7202625	0	0	0	0	0	0	0	0	0	428751	89793	6575	14.318551704498313	16451615.0	9248990.0	56.22	7202625.0	43.78	SRX4506275_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16451615.0	0.0	20-75	57.0	22.13683275562925	73.42333053624219	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	16475623	4574787	16475623	1235671725	7926628	1219843105	1.280972905647736	0.4165	0.431	0.1525		
SRX4506276	9734993	3568233	2537857	2769765	0	0	0	0	0	0	0	0	0	708608	140497	10033	36.653678127965776	9734993.0	6965228.0	71.55	2769765.0	28.45	SRX4506276_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9734993.0	0.0	20-75	60.0	33.835389554170874	73.33301359333285	pass	pass		pass	fail	warn	pass	warn	fail	pass	pass	9751211	2532750	9751211	731340825	5523317	721028076	1.4101153179846069	0.3391	0.3457	0.3151		
SRX4506277	16428680	11168165	1898678	868525	0	0	0	0	0	0	0	0	0	2044365	417801	31146	67.97968552555652	16428680.0	15560155.0	94.71	868525.0	5.29	SRX4506277_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16428680.0	0.0	20-75	63.0	37.66490786633017	73.25875493344566	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	16448155	3787032	16448155	1233611625	11017933	1215796485	1.4441449512118532	0.2867	0.2847	0.4286		
SRX4506278	26447161	4833592	11277822	8261125	0	0	0	0	0	0	0	0	0	1858279	203669	12674	18.27641159669274	26447161.0	18186036.0	68.76	8261125.0	31.24	SRX4506278_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26447161.0	0.0	20-75	58.0	21.130855293300517	73.39031996666863	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	26473628	7202563	26473628	1985522100	13288678	1960189912	1.2758451794618657	0.3887	0.3989	0.2123		
SRX4506279	16108017	9832704	2840155	632959	0	0	0	0	0	0	0	0	0	2373993	400842	27364	61.04229962012084	16108017.0	15475058.0	96.07	632959.0	3.93	SRX4506279_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16108017.0	0.0	20-75	63.0	36.19019527693554	73.27294762601753	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	16131138	3774905	16131138	1209835350	10489408	1192246286	1.4538394831990982	0.2944	0.2907	0.4149		
SRX4506280	5826076	984655	2048625	2401595	0	0	0	0	0	0	0	0	0	346739	41842	2620	16.90082655976338	5826076.0	3424481.0	58.78	2401595.0	41.22	SRX4506280_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5826076.0	0.0	20-75	58.0	27.53972172381531	73.40768434877954	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5834578	1603212	5834578	437593350	2881080	431914903	1.2976538605991157	0.3836	0.3973	0.2191		
SRX4506281	15624721	9112585	2429092	1681585	0	0	0	0	0	0	0	0	0	2020806	356244	24409	58.32158539022873	15624721.0	13943136.0	89.24	1681585.0	10.76	SRX4506281_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15624721.0	0.0	20-75	62.0	36.2244079172929	73.25181601642679	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	15649890	3709885	15649890	1173741750	10909891	1156113256	1.5019056789962528	0.2906	0.2911	0.4183		
SRX4506282	5135315	1309779	1888324	1371947	0	0	0	0	0	0	0	0	0	505147	56721	3397	25.505329273861488	5135315.0	3763368.0	73.28	1371947.0	26.72	SRX4506282_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5135315.0	0.0	20-75	59.0	31.782277036209997	73.3769332553115	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5143161	1369867	5143161	385737075	2637486	380572709	1.3388306011290203	0.3599	0.3661	0.27399999999999997		
SRX4506283	24579975	13268895	5216438	2113886	0	0	0	0	0	0	0	0	0	3413698	531162	35896	53.98254066572484	24579975.0	22466089.0	91.4	2113886.0	8.6	SRX4506283_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24579975.0	0.0	20-75	62.0	31.23823016045088	73.31907823339934	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	24595674	5830641	24595674	1844675550	14776704	1820485131	1.3113644293707911	0.3019	0.3027	0.3954		
SRX4506284	7177088	1689369	1900310	2978579	0	0	0	0	0	0	0	0	0	533811	70537	4482	23.538362633981915	7177088.0	4198509.0	58.5	2978579.0	41.5	SRX4506284_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7177088.0	0.0	20-75	58.0	30.305180748839778	73.36549503085374	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	7193973	1943347	7193973	539547975	4061439	531772399	1.4411278255654651	0.3466	0.358	0.2953		
SRX4506285	5324747	2090502	1546582	1133369	0	0	0	0	0	0	0	0	0	468142	80464	5688	39.26011883757106	5324747.0	4191378.0	78.72	1133369.0	21.28	SRX4506285_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5324747.0	0.0	20-75	60.0	38.877953066090825	73.34842049772507	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	5330044	1361224	5330044	399753300	2965836	394475172	1.3203463235950774	0.3392	0.3426	0.3182		
SRX4506344	22121077	18571949	329594	683542	0	0	0	0	0	0	0	0	0	1872035	618687	45270	83.95589871144158	22121077.0	21437535.0	96.91	683542.0	3.09	SRX4506344_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22121077.0	0.0	20-75	64.0	38.20473213659082	73.21623924549424	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	22142938	4868954	22142938	1660720350	16448491	1636100589	1.4824748188338872	0.2693	0.2614	0.4694		
SRX4506345	16025997	12339414	200136	493809	0	0	0	0	0	0	0	0	0	2475024	482222	35392	76.99623305807431	16025997.0	15532188.0	96.92	493809.0	3.08	SRX4506345_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16025997.0	0.0	20-75	64.0	40.54897237717854	73.24143228031305	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	16040832	3514714	16040832	1203062400	11772108	1185684357	1.4444839270182497	0.259	0.2547	0.4863		
SRX4506346	32918323	27421066	526021	999414	0	0	0	0	0	0	0	0	0	2979630	924198	67994	83.30031271641633	32918323.0	31918909.0	96.96	999414.0	3.04	SRX4506346_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32918323.0	0.0	20-75	64.0	33.91165932435484	73.21659362781027	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	32958571	7266089	32958571	2471892825	24655272	2434751350	1.5025519967679017	0.2657	0.2623	0.47200000000000003		
SRX4506347	17447266	13767126	184439	527756	0	0	0	0	0	0	0	0	0	2400794	526817	40334	78.90706773198734	17447266.0	16919510.0	96.98	527756.0	3.02	SRX4506347_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17447266.0	0.0	20-75	64.0	40.28720331341696	73.19522680516249	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	17472742	3856372	17472742	1310455650	13092055	1290100387	1.55329659572989	0.2639	0.2582	0.4779		
SRX4506348	10019371	8390593	131698	317727	0	0	0	0	0	0	0	0	0	881726	277217	20410	83.74371005924424	10019371.0	9701644.0	96.83	317727.0	3.17	SRX4506348_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10019371.0	0.0	20-75	64.0	46.30819500481416	73.22841344032473	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	10029101	2202269	10029101	752182575	7287288	741185524	1.4620188456240162	0.2666	0.2604	0.4731		
SRX4506349	13125270	10436559	137891	471252	0	0	0	0	0	0	0	0	0	1648942	400686	29940	79.51500426276945	13125270.0	12654018.0	96.41	471252.0	3.59	SRX4506349_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13125270.0	0.0	20-75	64.0	42.95625615730725	73.20724419383373	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13144503	2898221	13144503	985837725	9740112	970664343	1.5391358653879876	0.2643	0.261	0.4747		
SRX4506350	13084731	10886491	125391	421815	0	0	0	0	0	0	0	0	0	1252493	371462	27079	83.19996032016249	13084731.0	12662916.0	96.78	421815.0	3.22	SRX4506350_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13084731.0	0.0	20-75	64.0	43.99295101835797	73.21705857002334	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	13099423	2848506	13099423	982456725	9962082	967754511	1.4964744630355094	0.2633	0.2593	0.4775		
SRX4506351	19070358	15195660	295956	601174	0	0	0	0	0	0	0	0	0	2316958	615784	44826	79.68209091827222	19070358.0	18469184.0	96.85	601174.0	3.15	SRX4506351_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19070358.0	0.0	20-75	64.0	39.212204217115456	73.22165918437399	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	19096006	4204346	19096006	1432200450	14311373	1410574987	1.5099466698254425	0.2655	0.2608	0.4736		
SRX4506352	23299246	19289736	294564	666592	0	0	0	0	0	0	0	0	0	2338959	660777	48618	82.79124569095498	23299246.0	22632654.0	97.14	666592.0	2.86	SRX4506352_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23299246.0	0.0	20-75	64.0	37.564653520545995	73.2245534469227	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	23326224	5131676	23326224	1749466800	17000057	1723447125	1.4872917279710596	0.2645	0.2586	0.4769		
SRX4506353	13825241	11013237	338864	416161	0	0	0	0	0	0	0	0	0	1582154	442351	32474	79.66036179767137	13825241.0	13409080.0	96.99	416161.0	3.01	SRX4506353_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13825241.0	0.0	20-75	64.0	42.34000481634962	73.24126617394951	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	13838787	3070547	13838787	1037909025	9818118	1022885237	1.4475052859281188	0.2687	0.2636	0.4676		
SRX4506354	22641869	18645509	256707	768004	0	0	0	0	0	0	0	0	0	2274532	650512	46605	82.3496903016266	22641869.0	21873865.0	96.61	768004.0	3.39	SRX4506354_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22641869.0	0.0	20-75	64.0	38.1377145475047	73.22629108047573	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	22668689	4963986	22668689	1700151675	17011374	1674818467	1.490055762230743	0.2669	0.2592	0.4739		
SRX4506355	18138900	14253922	662509	519188	0	0	0	0	0	0	0	0	0	2090500	570793	41988	78.58206396198227	18138900.0	17619712.0	97.14	519188.0	2.86	SRX4506355_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18138900.0	0.0	20-75	64.0	39.41440500699345	73.2271639404815	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	18157586	4037066	18157586	1361818950	13128396	1341776299	1.4717559188025693	0.2702	0.2684	0.4614		
SRX4514112	6562575	4714634	249030	169778	0	0	0	0	0	0	0	0	0	1217131	199140	12862	71.84122086223776	6562575.0	6392797.0	97.41	169778.0	2.59	SRX4514112_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6562575.0	0.0	20-75	64.0	41.54006877862192	73.67868070079199	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6588047	1622332	6588047	494103525	598975	488674141	1.098835309867502	0.2531	0.2529	0.494		
SRX4514113	7506279	5352875	342167	212153	0	0	0	0	0	0	0	0	0	1360261	224437	14386	71.31196429016295	7506279.0	7294126.0	97.17	212153.0	2.83	SRX4514113_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7506279.0	0.0	20-75	64.0	40.57840065689947	73.67441045023773	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7529697	1846683	7529697	564727275	676870	558927712	1.0269670435167135	0.2597	0.2554	0.4849		
SRX4514114	10333517	7619573	388530	278485	0	0	0	0	0	0	0	0	0	1713694	312538	20697	73.73649261911505	10333517.0	10055032.0	97.31	278485.0	2.69	SRX4514114_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10333517.0	0.0	20-75	64.0	37.13773286178872	73.66153246760035	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10373906	2552915	10373906	778042950	937002	769305204	1.1230416007239703	0.2558	0.2569	0.4873		
SRX4514115	4036558	2857004	214821	115969	0	0	0	0	0	0	0	0	0	720462	120458	7844	70.77822243604575	4036558.0	3920589.0	97.13	115969.0	2.87	SRX4514115_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4036558.0	0.0	20-75	63.0	48.42126599849031	73.66009852948973	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	4064396	1012818	4064396	304829700	389657	300497084	1.421323447157544	0.2594	0.2578	0.4828		
SRX4514116	5043097	3813730	113909	189128	0	0	0	0	0	0	0	0	0	752313	162118	11899	75.6227770356192	5043097.0	4853969.0	96.25	189128.0	3.75	SRX4514116_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5043097.0	0.0	20-75	64.0	50.26420489345912	73.70103767585671	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	5057363	1202563	5057363	379302225	518286	375657017	0.9610299544116832	0.2602	0.2539	0.486		
SRX4514117	5436751	4112736	114512	195469	0	0	0	0	0	0	0	0	0	826546	174746	12742	75.64694428713031	5436751.0	5241282.0	96.4	195469.0	3.6	SRX4514117_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5436751.0	0.0	20-75	64.0	49.276902003424176	73.7163246946568	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5456769	1296811	5456769	409257675	554069	405065034	1.0244501828829478	0.261	0.2549	0.4841		
SRX4514118	5505901	3744214	572368	203557	0	0	0	0	0	0	0	0	0	811542	162086	12134	68.003656440608	5505901.0	5302344.0	96.3	203557.0	3.7	SRX4514118_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5505901.0	0.0	20-75	63.0	47.30620063508759	73.69085096154109	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5522434	1345108	5522434	414182550	571473	410063331	0.9945418994595498	0.2796	0.2746	0.4459		
SRX4514119	4791616	3430474	295897	158387	0	0	0	0	0	0	0	0	0	746644	149537	10677	71.59325789044864	4791616.0	4633229.0	96.69	158387.0	3.31	SRX4514119_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4791616.0	0.0	20-75	63.0	50.17542009690408	73.7097238176014	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	4808262	1160519	4808262	360619650	485814	356943190	1.0194841018785306	0.2693	0.2627	0.46799999999999997		
SRX4514120	14240389	10506745	425912	485989	0	0	0	0	0	0	0	0	0	2360235	432744	28764	73.78130611460122	14240389.0	13754400.0	96.59	485989.0	3.41	SRX4514120_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14240389.0	0.0	20-75	64.0	34.71959710656137	73.6572085214807	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	14332720	3553310	14332720	1074954000	1385526	1060078416	1.383834471056436	0.2581	0.2548	0.4871		
SRX4514121	10555509	6740007	960582	928024	0	0	0	0	0	0	0	0	0	1615528	292906	18462	63.85297951998336	10555509.0	9627485.0	91.21	928024.0	8.79	SRX4514121_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10555509.0	0.0	20-75	62.0	35.715165378629884	73.66352754755835	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	10615062	2702805	10615062	796129650	1038031	785770753	1.3011570414441918	0.2735	0.2697	0.4568		
SRX4514122	6767487	4918122	263474	226736	0	0	0	0	0	0	0	0	0	1133200	212425	13530	72.67279567733192	6767487.0	6540751.0	96.65	226736.0	3.35	SRX4514122_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6767487.0	0.0	20-75	63.0	42.33586234233663	73.68802895373128	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	6810252	1681135	6810252	510768900	673943	503976931	1.329753828003232	0.2597	0.2538	0.4866		
SRX4514123	5886408	4281717	270727	193355	0	0	0	0	0	0	0	0	0	946151	182588	11870	72.73904561151724	5886408.0	5693053.0	96.72	193355.0	3.28	SRX4514123_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5886408.0	0.0	20-75	63.0	44.357795574156334	73.66153518410549	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	5916687	1464940	5916687	443751525	555972	438224682	1.2454814662327076	0.2612	0.2605	0.4783		
SRX4514124	6072891	4564620	152566	227107	0	0	0	0	0	0	0	0	0	917914	196897	13787	75.1638717045967	6072891.0	5845784.0	96.26	227107.0	3.74	SRX4514124_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6072891.0	0.0	20-75	64.0	48.09441879262685	73.68934729768738	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6094226	1474335	6094226	457066950	648011	452283735	1.0465020496450246	0.2625	0.2589	0.4786		
SRX4514125	5861432	4370814	183714	232481	0	0	0	0	0	0	0	0	0	875560	185494	13369	74.56904729083269	5861432.0	5628951.0	96.03	232481.0	3.97	SRX4514125_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5861432.0	0.0	20-75	64.0	48.691780972117854	73.68406150578903	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	5885134	1426527	5885134	441385050	631068	436502695	1.106144170492408	0.2637	0.2589	0.4775		
